ResponseId,Career_level,Research_approach,Discipline,Discipline_category,Awareness_Open_Research,Awareness_Preregistration,Awareness_Open_Material,Awareness_Open_Protocols,Awareness_Open_Data,Awareness_FAIR_Data,Awareness_Open_Code/Software,Awareness_Preprints,Awareness_Open_Peer_Review,Awareness_Open_Access,Awareness_Replication_Studies,Awareness_Co-production,Awareness_Recognising_Contributions,Awareness_Citizen_Science,Use_Open_Research,Use_Preregistration,Use_Open_Material,Use_Open_Protocols,Use_Open_Data,Use_FAIR_Data,Use_Open_Code/Software,Use_Preprints,Use_Open_Peer_Review,Use_Open_Access,Use_Replication_Studies,Use_Co-production,Use_Recognising_Contributions,Use_Citizen_Science,Attitudes_Usefulness,Attitudes_Participation,Attitudes_Confidence,Attitudes_Comprehension,Attitudes_Support,Attitudes_Training,Attitudes_Norms,Attitudes_Resources,Attitudes_Assessment,Facilitators_Guidance,Facilitators_Training,Facilitators_Ethical_clarity,Facilitators_Prioritisation,Facilitators_Infrastructure,Facilitators_Time_allocation,Facilitators_Incentives,Facilitators_Recognition,Facilitators_Peer_support,Facilitators_Disciplinary_norms,Facilitators_No_intention,Facilitators_Already_engaged,Facilitators_Something_else,Methods_Archival_/_primary_source,Methods_Case_study_analysis,Methods_Experimental_methods,Methods_Interview_methods,Methods_Meta-analysis_/_research_synthesis,Methods_Observational_methods,Methods_Practise-based_research,Methods_Probabilistic_/_simulation_methods,Methods_Secondary_source_analysis,Methods_Survey_based_methods,Methods_Theoretical_research,Methods_Other
R_2m90jl0l8NYuqWZ,Mid,Both,Engineering and technology,Physical Sciences,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I use it often,Not applicable to my research,Neutral,Neutral,Strongly disagree,Somewhat agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
R_8zLSxACg27Eml6k,Junior,Both,Engineering and technology,Physical Sciences,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have used it,Not applicable to my research,I have used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I use it often,I have used it,Not applicable to my research,Not applicable to my research,Neutral,Neutral,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Neutral,Not applicable,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_2vSDWOhPallJ7tD,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I use it often,I use it often,I have NOT used it,Not applicable to my research,I use it often,I use it often,I use it often,I use it often,Not applicable to my research,Strongly agree,Neutral,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Somewhat disagree,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_98nR0tB6mI8d25X,Junior,Quantitative,Economics,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,Not applicable to my research,Neutral,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
R_80ppRNr1BTJufSQ,Senior,Both,"Design, creative and performing arts",Arts and Humanities,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Neutral,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8jHVKv0MIMIs1c4,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I use it often,I use it often,I use it often,I have used it,I have NOT used it,I have used it,I use it often,I use it often,I use it often,I have NOT used it,I have used it,I have used it,Not applicable to my research,Strongly agree,Neutral,Neutral,Somewhat agree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2oW2WfNlRNEylxL,Junior,Quantitative,Physical sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,I have NOT used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Not applicable,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_2IlYEZTLMTcxmbT,Senior,Both,Geography and environmental studies,Social Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,I have NOT used it,I use it often,I have used it,I use it often,I have used it,I have used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
R_2MScr2TgcgvUAvY,Senior,Quantitative,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I have NOT used it,I have used it,I have used it,I have NOT used it,Not applicable to my research,I use it often,I have used it,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
R_2ugwNj5DDKXKnTz,Junior,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I use it often,I have NOT used it,I use it often,I have used it,I have used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Not applicable,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_82tVUGnTWVo7PW2,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have used it,I use it often,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_2M8HYrxiaP79IQ1,Mid,Qualitative,History and classics,Arts and Humanities,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,I have used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I use it often,I have NOT used it,I have used it,Not applicable to my research,I use it often,I have NOT used it,Not applicable to my research,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Somewhat agree,Not applicable,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2nuYS0Vmb0YKx62,Junior,Quantitative,Physical sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
R_9PbLlVmADQxDiKr,Senior,Both,"Architecture, building and planning",Social Sciences,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I have used it,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have used it,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
R_2bJFGmQhxJazj3i,Senior,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Not applicable,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
R_8IrfQrLJUcCiBOh,Senior,Qualitative,Education and teaching,Social Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable to my research,Not applicable to my research,I have used it,I have NOT used it,I have used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,Not applicable to my research,I have NOT used it,Not applicable to my research,Not applicable to my research,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
R_80kK4VBuJa8Klv3,Junior,Qualitative,Law,Social Sciences,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,NA,Neutral,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
R_8Oo1b36dgICTyql,Mid,Quantitative,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have used it,I have NOT used it,Not applicable to my research,I use it often,NA,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2HYnRQFq9s7QVHs,Junior,Quantitative,Computing and information sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have used it,I have used it,I have NOT used it,I have used it,I have used it,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Strongly agree,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
R_8CwdK5usS1P5wjf,Senior,Quantitative,Business and management,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
R_27sJ2eB7Z9cWRpv,Senior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I use it often,Not applicable to my research,I have NOT used it,I have NOT used it,I use it often,I use it often,I have used it,I have used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I have used it,Not applicable to my research,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8F2LJ6FxXesS3RR,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have used it,I have NOT used it,I use it often,I use it often,I have used it,I use it often,I use it often,I have used it,I use it often,I have NOT used it,I have used it,I have used it,I have used it,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8xWBx3qXDD40HI6,Senior,Quantitative,Biosciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I use it often,Not applicable to my research,I use it often,I use it often,I use it often,I have used it,Not applicable to my research,I use it often,I have used it,I use it often,I have NOT used it,Not applicable to my research,I use it often,Not applicable to my research,Strongly agree,Neutral,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8Z0UBNLXQDGVHTr,Senior,Neither,Mathematical sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I use it often,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I use it often,I have NOT used it,I have used it,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Somewhat disagree,Somewhat disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_81HuAWxU5PRLQ2U,Mid,Quantitative,Biosciences,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,Strongly agree,Neutral,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8nOv9YVFZCRDnKU,Senior,Both,Physical sciences,Physical Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I use it often,I have used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_81ELmAQLgyvU1JT,Senior,Neither,Mathematical sciences,Physical Sciences,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I use it often,Not applicable to my research,I use it often,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
R_28V2OsKYXmpFkch,Senior,Quantitative,Biosciences,Health & Biological Sciences,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I use it often,I have NOT used it,I have used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
R_8hxUy1SNEpQKq9H,Junior,Both,Social sciences,Social Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I have used it,Not applicable to my research,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Strongly agree,Neutral,Somewhat agree,Not applicable,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8kXo0RDXg8jasCe,Junior,Quantitative,Geography and environmental studies,Social Sciences,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,Not applicable to my research,I have used it,Not applicable to my research,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Strongly agree,Neutral,Not applicable,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
R_2JtuejwZ3MWbjrP,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
R_2CzMsnATMSuqout,Senior,Quantitative,Engineering and technology,Physical Sciences,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,I use it often,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
R_8pX2M0NEhqes6kP,Senior,Both,Biosciences,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,Not applicable to my research,I use it often,I have NOT used it,I use it often,I have NOT used it,Not applicable to my research,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8CJOKln6jCJuj8E,Junior,Both,Biosciences,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,Not applicable,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8xGdWYO8PBf5vSD,Mid,Quantitative,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have used it,I have used it,I have used it,I use it often,I have used it,I have used it,I have used it,I have used it,I use it often,I have used it,I use it often,I have used it,I have NOT used it,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
